area_sqft,bedrooms,bathrooms,location,parking,house_age,price
1744,5,5,Suburb,1,17,84.34
1217,2,1,Industrial Area,1,11,46.58
2441,4,3,Industrial Area,1,40,52.11
1415,4,4,Downtown,0,22,72.66
1718,2,1,Rural,1,17,39.71
1355,1,1,Industrial Area,0,15,26.91
3017,2,1,Suburb,0,15,92.33
1575,3,2,Rural,1,35,37.2
3083,2,1,Suburb,1,22,89.48
2370,2,1,Industrial Area,0,21,65.79
2137,3,2,Rural,0,38,40.74
2058,3,3,Industrial Area,0,32,52.94
2076,2,2,Downtown,1,23,85.48
451,3,3,Rural,1,19,37.05
1605,3,3,Suburb,0,32,44.83
2392,3,2,Downtown,1,30,91.37
1766,4,4,City Center,1,39,76.98
816,2,2,Suburb,1,7,48.78
1763,4,4,Industrial Area,1,9,75.39
2993,3,2,Suburb,1,0,126.04
2673,3,3,City Center,1,20,131.13
1757,3,3,Suburb,1,24,65.61
2466,3,3,Downtown,0,31,89.78
1543,2,1,Suburb,1,9,70.95
607,3,3,Rural,1,8,35.1
1153,3,2,City Center,0,19,58.72
2894,3,3,Suburb,0,19,94.29
1608,2,2,City Center,0,39,52.16
1630,4,3,Downtown,1,6,102.6
1590,3,3,Rural,0,10,49.73
3133,1,1,Industrial Area,1,20,71.71
2938,3,3,Suburb,1,37,56.54
3353,4,4,Downtown,1,18,159.46
1689,4,4,City Center,1,14,108.2
2007,3,3,City Center,1,5,119.04
738,4,4,Downtown,0,9,65.64
2834,2,2,Suburb,1,15,99.0
983,3,2,Industrial Area,0,10,39.29
1952,4,3,Suburb,1,34,50.99
1032,4,4,Rural,1,7,41.35
1388,3,3,Suburb,1,27,64.74
1214,4,4,Rural,1,2,49.2
1374,1,1,City Center,0,1,66.5
1423,4,4,Rural,1,13,52.53
1416,2,2,Industrial Area,1,28,43.96
2383,2,2,Downtown,0,2,130.19
1027,2,2,Rural,1,0,41.01
1954,3,3,Suburb,1,14,77.29
2653,2,1,Rural,1,19,55.23
1441,2,2,City Center,1,21,80.71
1297,2,1,Rural,0,33,25.43
1639,2,1,Industrial Area,1,32,38.28
2626,3,3,Rural,1,8,83.26
1936,3,3,Industrial Area,0,2,75.99
1428,2,2,Suburb,1,1,67.31
2139,3,3,City Center,0,3,139.44
1028,4,4,Downtown,1,15,65.54
2277,4,3,Suburb,0,32,65.86
2086,2,2,Suburb,1,8,84.79
1585,3,3,Downtown,1,39,55.6
1213,2,1,Rural,1,37,28.53
1179,2,1,Rural,0,17,35.65
2174,2,2,Rural,1,15,65.42
2660,4,3,City Center,1,7,160.25
1354,2,2,Suburb,0,22,43.77
2121,1,1,Industrial Area,1,35,45.19
400,2,2,Downtown,1,2,42.03
1391,4,4,Suburb,1,14,60.33
1778,3,2,Rural,0,37,39.16
1163,2,2,Downtown,0,32,32.42
1144,3,3,Industrial Area,0,17,44.76
1333,3,3,Suburb,1,22,69.45
2005,3,3,Suburb,0,2,92.01
1669,2,2,City Center,1,29,67.63
400,4,4,Suburb,1,16,37.85
400,2,1,Suburb,0,31,18.58
1375,3,3,Industrial Area,1,6,59.59
2120,1,1,Industrial Area,1,38,44.31
400,2,2,Downtown,0,13,40.38
1450,2,2,Rural,1,14,52.08
1432,3,3,Industrial Area,1,11,50.35
2772,1,1,Downtown,1,7,125.24
1530,4,3,Suburb,1,15,72.66
2068,2,2,Downtown,1,40,73.09
1899,3,3,Downtown,1,33,74.13
400,4,3,Downtown,1,23,39.69
2338,3,3,Downtown,1,28,94.33
1951,3,3,Industrial Area,1,15,77.29
2156,3,3,Rural,0,4,68.17
4548,2,1,Downtown,1,4,204.68
400,4,4,City Center,1,29,46.55
3007,2,1,Suburb,0,4,104.28
1599,3,2,Suburb,0,12,68.48
2001,3,3,Suburb,1,34,53.03
1768,2,1,Suburb,0,24,59.02
1503,2,1,Suburb,1,13,60.66
1401,3,3,Downtown,0,25,67.81
2031,4,4,Rural,0,17,64.63
738,4,4,City Center,0,19,67.2
2325,3,3,Industrial Area,1,33,53.54
1509,3,3,City Center,0,6,92.67
1009,4,4,Industrial Area,1,9,51.16
1485,1,1,Industrial Area,1,14,50.5
2680,2,1,City Center,1,16,113.95
1425,3,3,Downtown,1,10,74.85
2051,4,4,Suburb,1,33,65.17
1288,4,4,Downtown,1,26,75.85
2331,3,3,Suburb,1,20,87.35
2280,1,1,Rural,1,30,38.05
3094,3,3,Industrial Area,1,3,102.68
1677,2,2,City Center,1,40,56.66
2268,2,1,Rural,0,16,52.31
1869,4,3,Suburb,1,19,72.41
2707,1,1,Downtown,0,24,91.2
1297,4,3,City Center,0,39,64.95
2322,3,2,Industrial Area,1,22,65.08
1664,3,3,Rural,1,14,59.37
1755,1,1,Industrial Area,1,32,41.99
1864,2,1,Suburb,1,18,58.84
1977,1,1,Industrial Area,1,14,60.59
1719,5,5,Downtown,0,40,72.13
1950,4,4,Rural,1,4,74.18
2905,3,3,Rural,1,15,80.06
2490,2,1,Downtown,1,31,81.62
2408,5,5,Industrial Area,1,21,73.93
1481,2,1,Downtown,1,31,68.79
1178,2,1,City Center,0,12,70.14
2469,3,2,Downtown,0,37,77.1
2413,5,4,Industrial Area,1,25,71.1
2831,1,1,Downtown,1,16,111.9
1377,2,2,Suburb,1,4,57.01
1639,5,4,Downtown,0,32,75.13
652,2,2,Downtown,0,26,35.33
1525,2,2,Industrial Area,1,4,57.71
2498,3,2,City Center,0,36,84.9
1473,4,3,City Center,0,6,101.41
2248,3,3,Industrial Area,0,17,64.69
1667,5,4,Industrial Area,0,30,45.94
2027,3,2,Industrial Area,1,5,69.48
997,1,1,Suburb,1,1,41.85
1860,5,5,Rural,0,12,62.69
400,3,2,Downtown,0,10,44.91
1669,2,2,Industrial Area,1,25,42.54
659,3,3,Industrial Area,0,20,17.61
2644,2,2,Industrial Area,1,1,94.77
2344,1,1,City Center,1,39,75.94
2127,1,1,Industrial Area,1,19,61.79
2865,3,3,Downtown,1,16,131.0
1136,4,4,Industrial Area,1,15,45.82
3023,3,2,Downtown,1,4,151.02
2453,5,5,Suburb,0,13,106.4
1634,2,2,Rural,0,23,47.73
2595,2,1,City Center,0,3,130.57
1026,2,2,Downtown,1,23,52.91
1223,2,1,Suburb,0,8,45.21
1374,2,1,Rural,0,2,38.76
1430,4,3,Rural,1,8,56.45
1060,4,4,Rural,1,17,43.09
2656,5,4,Downtown,0,35,81.41
1619,2,1,Suburb,1,18,57.85
2047,4,3,Industrial Area,0,23,62.24
1401,2,2,Suburb,1,3,70.11
526,2,1,Suburb,0,8,23.93
1989,4,4,Suburb,1,32,54.28
461,3,3,Downtown,0,0,47.76
1752,2,2,Downtown,1,34,65.03
842,3,2,Downtown,0,9,55.47
3191,2,2,Suburb,0,11,111.83
2438,3,3,Downtown,0,17,100.21
1874,3,2,Rural,0,13,58.53
2685,5,5,Downtown,1,9,156.14
1208,1,1,City Center,1,9,66.32
2180,2,2,Downtown,1,17,102.88
1940,3,3,Downtown,1,23,89.0
1985,3,2,Downtown,1,0,112.92
2691,2,1,Downtown,1,29,96.65
2313,3,3,City Center,0,14,119.0
2002,4,3,Industrial Area,1,7,79.42
642,5,5,Downtown,0,34,41.21
1128,4,4,Rural,1,17,44.96
1714,4,4,City Center,1,40,68.45
1865,3,3,Industrial Area,1,15,63.31
1009,4,4,Downtown,1,20,69.22
3488,2,2,Industrial Area,1,14,102.19
2861,2,2,Rural,1,4,76.52
2221,2,2,City Center,1,6,132.79
1850,3,3,City Center,1,6,126.89
1651,2,2,Industrial Area,1,26,43.96
1134,5,4,Downtown,1,24,73.62
1854,2,1,Suburb,1,21,61.79
1980,1,1,City Center,1,12,97.9
931,3,2,Suburb,1,16,49.68
2034,1,1,City Center,1,40,61.69
1691,2,2,Downtown,1,12,81.08
